Year,Paper Title,Abstract,Authors,DOI,Paper PDF,Video URL,Project Page,Conference
2017,WireFab: Mix-Dimensional Modeling and Fabrication for 3D Mesh Models (ACM CHI 2017),"The WireFab is designed to allow the user to choose how to best preserve the fidelity of the
	topological structure and articulation motion while selectively maintaining the fidelity of the geometric
	appearance. Compared to 3D-printing based high-fidelity fabrication systems, WireFab increases prototyping
	speed by ignoring unnecessary geometric details while preserving structural integrity and articulation motion. [...]
	
	
	DOI    
	Video","Min Liu, Yunbo Zhang, Jing Bai, Yuanzhi Cao, Jeffrey Alperovich, Karthik Ramani",https://doi.org/10.1145/3025453.3025619,,https://www.youtube.com/watch?v=H9GzeJ4pgY4,,ACM CHI 2017
2017,WeaveMesh: A Low-Fidelity and Low-Cost Prototyping Approach for 3D Models Created by Flexible Assembly (ACM CHI 2017),"To meet the increasing requirements of HCI researchers who are prototyping a variety of forms to create novel interfaces under a ubiquitous situation, we present WeaveMesh, a low-fidelity and low-cost rapid prototyping system that produces 3D objects in a mesh structure. Inspired by hand-weaving craft, WeaveMesh supports a highly customizable software platform, which is applicable for simulating and facilitating freeform surface constructions composed of woven [...]","Ye Tao, 	Guanyun Wang, 	Caowei Zhang, 	Nannan Lu, 	Xiaolian Zhang, 	Cheng Yao, 	Fangtian Ying",https://doi.org/10.1145/3025453.3025699,https://dl.acm.org/ft_gateway.cfm?id=3025699&ftid=1870023&dwn=1&CFID=831808733&CFTOKEN=69722966,,,ACM CHI 2017
2017,infoTexture: Incremental Interfaces on Mesh Prototyping (ACM CHI EA 2017),"In recent years, the rapid prototyping of 3D objects has been a popular research, which mainly focusing on the fabrication process of prototypical structures and shapes. However, relatively little research has examined the surface texture of 3D models. To meet the increasing requirements of HCI researchers who are prototyping 3D forms with information on the surfaces to build multivariate interfaces, we present infoTexture, a novel rapid prototyping system that produces 3D objects both in a mesh structure and covered by a surface texture simultaneously. [...]","Caowei Zhang, 	Guanyun Wang, 	Ye Tao, 	Xuan Li, 	Xin Liu, 	Chuqi Tang, 	Cheng Yao, 	Fangtian Ying",https://doi.org/10.1145/3027063.3053124,https://dl.acm.org/ft_gateway.cfm?id=3053124&ftid=1869812&dwn=1&CFID=831808733&CFTOKEN=69722966,,,ACM CHI EA 2017
2017,Digital Fabrication Techniques for Cultural Heritage: A Survey  (EUROGRAPHICS 2017),"This survey overviews the various fabrication technologies, discussing their strengths, limitations and costs. Various successful uses of 3D printing in the Cultural Heritage are analysed, which should also be useful for other application contexts. We review works that have attempted to extend fabrication technologies in order to deal with the specific issues in the use of digital fabrication in the Cultural Heritage. Finally, we also propose areas for future research. [...]","Roberto Scopigno, Paolo Cignoni, Nico Pietroni, Marco Callieri, Matteo Dellepiane.",http://onlinelibrary.wiley.com/doi/10.1111/cgf.12781/full,http://vcg.isti.cnr.it/Publications/2017/SCPCD17/DigitalFabricationForCH.pdf,,http://vcg.isti.cnr.it/Publications/2017/SCPCD17/,EUROGRAPHICS 2017
2017,"Flexy: Shape-Customizable, Single-Layer, Inkjet Printable Patterns for 1D and 2D Flex Sensing (ACM TEI 2017)","We contribute a new technique for fabricating highly customized 1D and 2D flex
	sensing surfaces on thin and flexible substrates. It enables designers and makers to easily,
	quickly and inexpensively realize thin physical objects in custom shapes with an embedded deformation sensor.
	The deformation sensor is digitally designed and then fabricated with a
	single layer of conductive material in a single pass, using an off-the-shelf inkjet printer. [...]","Nirzaree Vadgama, Jürgen Steimle.",https://doi.org/10.1145/3024969.3024989,https://hci.cs.uni-saarland.de/files/2017/03/p153-vadgama.pdf,,https://nirzaree.wordpress.com/2017/04/30/shape-customizable-flex-sensors/,ACM TEI 2017
2017,New possibilities using additive manufacturing with materials that are difficult to process and with complex structures (IOPScience 2017),"We illustrate process developments with an account of the production of printer parts to cope with polymer fillers that are hard and abrasive; new nozzles with ruby inserts designed for such materials are durable and can be used to print boron carbide composites. As with other materials, complex parts can be printed using boron carbide composites with fine structures, such as screw threads and labels to identify materials.  [...]","Anders Olsson, Maja S Hellsing and Adrian R Rennie",http://iopscience.iop.org/article/10.1088/1402-4896/aa694e,,,,IOPScience 2017
2018,3D Fabrication with Universal Building Blocks and Pyramidal Shells (SIGGRAPH ASIA 2018),"We introduce a computational solution for cost-efficient 3D fabrication using universal building blocks. Our key idea is to employ a set of universal blocks, which can be massively prefabricated at a low cost, to quickly assemble and constitute a significant internal core of the target object, so that only the residual volume need to be 3D printed online [...]","Xuelin Chen, Honghua Li, Chi-Wing Fu, Hao (Richard) Zhang, Daniel Cohen-Or, Baoquan Chen",https://doi.org/10.1145/3272127.3275033,http://www.cs.sfu.ca/~haoz/pubs/chen_siga18_pym.pdf,,http://irc.cs.sdu.edu.cn/~xuelin/prefab/index.html,SIGGRAPH ASIA 2018
2018,Construction and Fabrication of Reversible Shape Transforms (SIGGRAPH ASIA 2018),"We study a new and elegant instance of geometric dissection of 2D shapes: reversible hinged dissection, which corresponds to a dual transform between two shapes where one of them can be dissected in its interior and then inverted inside-out, with hinges on the shape boundary, to reproduce the other shape, and vice versa. We call such a transform reversible inside-out transform or RIOT.  [...]","Shuhua Li, Ali Mahdavi-Amiri, Ruizhen Hu, Han Liu, Changqing Zou, Oliver Van Kaick, Xiuping Liu, Hui Huang, Hao Zhang",https://doi.org/10.1145/3272127.3275061,http://people.scs.carleton.ca/~olivervankaick/pubs/riot.pdf,https://www.youtube.com/watch?v=L4dJlpqq7Ts,https://sites.google.com/site/alimahdaviamiri/projects/reversible-shapes,SIGGRAPH ASIA 2018
2018,DESIA: A General Framework for Designing Interlocking Assemblies (SIGGRAPH ASIA 2018),"Interlocking assemblies have a long history in the design of puzzles, furniture, architecture, and other complex geometric structures. The key defining property of interlocking assemblies is that all component parts are immobilized by their geometric arrangement, preventing the assembly from falling apart. Computer graphics research has recently contributed design tools that allow creating new interlocking assemblies.  [...]","Ziqi Wang, Peng Song, Mark Pauly",https://doi.org/10.1145/3272127.3275034,https://lgg.epfl.ch/publications/2018/DESIA/paper.pdf,https://www.youtube.com/watch?v=Pqwo3GbxBEo,https://lgg.epfl.ch/publications/2018/DESIA/index.php,SIGGRAPH ASIA 2018
2018,PhotoShape: Photorealistic Materials for Large-Scale Shape Collections (SIGGRAPH ASIA 2018),"Existing online 3D shape repositories contain thousands of 3D models but lack photorealistic appearance. We present an approach to automatically assign high-quality, realistic appearance models to large scale 3D shape collections. The key idea is to jointly leverage three types of online data - shape collections, material collections, and photo collections, using the photos as reference to guide assignment of materials to shapes [...]","Keunhong Park, Konstantinos Rematas, Ali Farhadi, Steve Seitz",https://doi.org/10.1145/3272127.3275066,https://homes.cs.washington.edu/~kpar/publications/photoshape_lowres.pdf,https://www.youtube.com/watch?v=G1p8GZYVdTQ,https://keunhong.com/publications/photoshape/,SIGGRAPH ASIA 2018
2018,"Deep Multispectral Painting Reproduction Via Multi-Layer, Custom-Ink Printing (SIGGRAPH ASIA 2018)","We propose a worklow for spectral reproduction of paintings, which captures a painting’s spectral color, invariant to illumination, and reproduces it using multi-material 3D printing. We take advantage of the current 3D printers’ capabilities of combining highly concentrated inks with a large number of layers, to expand the spectral gamut of a set of inks. We use a data-driven method to both predict the spectrum of a printed ink stack and optimize for the stack layout that best matches a target spectrum [...]","Liang Shi, Vahid Babaei, Changil Kim, Michael Foshey, Yuanming Hu, Pitchaya Sitthi-Amorn, Szymon Rusinkiewicz, Wojciech Matusik",https://doi.org/10.1145/3272127.3275057,https://gfx.cs.princeton.edu/pubs/Shi_2018_DMP/ToG18.pdf,https://www.youtube.com/watch?v=yZ9ApVHx7Ow,https://people.csail.mit.edu/changil/deep-multispectral-painting-reproduction/,SIGGRAPH ASIA 2018
2018,Axis-Aligned Height-Field Block Decomposition of 3D Shapes (SIGGRAPH ASIA 2018),"We propose a novel algorithm for decomposing general three-dimensional geometries into a small set of overlap-free height-field blocks, volumes enclosed by a flat base and a height-field surface defined with respect to this base. This decomposition is useful for fabrication methodologies such as 3-axis CNC milling, where a single milling pass can only carve a single height-field surface defined with respect to the machine tray but can also benefit other fabrication settings. Computing our desired decomposition requires solving a highly constrained discrete optimization problem, variants of which are known to be NP-hard [...]","Alessandro Muntoni, Marco Livesu, Riccardo Scateni, Alla Sheffer, Daniele Panozzo",https://doi.org/10.1145/3204458,https://cims.nyu.edu/gcl/papers/2018-Height-Field-Decomposition.pdf,https://www.youtube.com/watch?v=swY5zwtMnZ4,http://pers.ge.imati.cnr.it/livesu/papers/MLSSP18/MLSSP18.html,SIGGRAPH ASIA 2018
2018,Acquiring Spatially Varying Appearance of Printed Holographic Surfaces (SIGGRAPH ASIA 2018),"We present two novel and complimentary approaches to measure diffraction effects in commonly found planar spatially varying holographic surfaces. Such surfaces are increasingly found in various decorative materials such as gift bags, holographic papers, clothing and security holograms, and produce impressive visual effects that have not been previously acquired for realistic rendering. Such holographic surfaces are usually manufactured with one dimensional diffraction gratings that are varying in periodicity and orientation over an entire sample in order to produce a wide range of diffraction effects such as gradients and kinematic (rotational) effects [...]","Antoine Toisoul, Daljit Singh Dhillon, Abhijeet Ghosh",https://doi.org/10.1145/3272127.3275077,http://wp.doc.ic.ac.uk/rgi/wp-content/uploads/sites/74/2018/09/holographic_surfaces_paper_small.pdf,https://www.youtube.com/watch?v=mq_XKGU0Dqg,http://wp.doc.ic.ac.uk/rgi/project/acquiring-spatially-varying-appearance-of-printed-holographic-surfaces/,SIGGRAPH ASIA 2018
2018,An Adaptive Parameterization for Efficient Material Acquisition and Rendering (SIGGRAPH ASIA 2018),"One of the key ingredients of any physically based rendering system is a detailed specification characterizing the interaction of light and matter of all materials present in a scene, typically via the Bidirectional Reflectance Distribution Function (BRDF). Despite their utility, access to real-world BRDF datasets remains limited: this is because measurements involve scanning a four-dimensional domain at sufficient resolution, a tedious and often infeasibly time-consuming process. We propose a new parameterization that automatically adapts to the behavior of a material, warping the underlying 4D domain so that most of the volume maps to regions where the BRDF takes on non-negligible values, while irrelevant regions are strongly compressed.[...]","Jonathan Dupuy, Wenzel Jakob",https://doi.org/10.1145/3272127.3275059,http://rgl.s3.eu-central-1.amazonaws.com/media/papers/Dupuy2018Adaptive.pdf,https://www.youtube.com/watch?v=r7xmodGYn34,http://rgl.epfl.ch/publications/Dupuy2018Adaptive,SIGGRAPH ASIA 2018
